code,LISA_Cluster,LISA_P_Value
E01001304,0,0.282
E01001305,0,0.282
E01001306,0,0.173
E01001307,0,0.099
E01001308,0,0.265
E01001309,0,0.072
E01001310,0,0.469
E01001311,0,0.375
E01001312,0,0.091
E01001313,0,0.173
E01001314,0,0.097
E01001315,0,0.362
E01001316,0,0.441
E01001317,0,0.136
E01001318,0,0.393
E01001319,0,0.428
E01001320,0,0.059
E01001321,4,0.024
E01001322,0,0.215
E01001323,0,0.207
E01001324,0,0.052
E01001325,3,0.013
E01001326,3,0.018
E01001327,3,0.04
E01001328,0,0.072
E01001329,0,0.165
E01001330,0,0.114
E01001331,0,0.085
E01001332,0,0.358
E01001333,0,0.104
E01001334,0,0.307
E01001335,0,0.053
E01001336,0,0.49
E01001337,3,0.012
E01001338,0,0.195
E01001339,3,0.03
E01001340,4,0.029
E01001341,0,0.385
E01001342,0,0.437
E01001343,0,0.156
E01001344,0,0.072
E01001345,0,0.414
E01001346,4,0.037
E01001347,0,0.17
E01001348,3,0.048
E01001349,0,0.092
E01001350,0,0.475
E01001351,0,0.366
E01001352,0,0.286
E01001353,0,0.196
E01001354,0,0.497
E01001355,0,0.193
E01001356,0,0.309
E01001357,1,0.036
E01001358,0,0.332
E01001359,1,0.046
E01001360,0,0.207
E01001361,2,0.007
E01001362,1,0.028
E01001363,0,0.098
E01001364,0,0.092
E01001365,0,0.063
E01001366,0,0.066
E01001367,1,0.009
E01001368,1,0.036
E01001369,0,0.111
E01001370,0,0.358
E01001371,0,0.264
E01001372,0,0.075
E01001373,1,0.024
E01001374,0,0.333
E01001375,0,0.129
E01001376,0,0.057
E01001377,0,0.265
E01001379,0,0.34
E01001380,0,0.442
E01001381,1,0.039
E01001382,0,0.285
E01001383,0,0.108
E01001384,0,0.137
E01001385,0,0.365
E01001386,0,0.1
E01001387,0,0.068
E01001388,0,0.248
E01001389,0,0.09
E01001390,0,0.164
E01001391,0,0.13
E01001392,0,0.134
E01001393,0,0.199
E01001394,0,0.199
E01001395,0,0.137
E01001396,0,0.09
E01001397,0,0.425
E01001398,0,0.496
E01001399,0,0.355
E01001400,0,0.089
E01001401,0,0.404
E01001402,0,0.052
E01001403,0,0.135
E01001404,0,0.185
E01001405,0,0.367
E01001406,0,0.2
E01001407,0,0.095
E01001408,0,0.056
E01001409,4,0.048
E01001410,0,0.099
E01001411,0,0.066
E01001413,0,0.057
E01001414,0,0.064
E01001415,3,0.029
E01001416,0,0.062
E01001418,3,0.017
E01001419,3,0.047
E01001420,3,0.015
E01001421,0,0.051
E01001423,0,0.237
E01001424,0,0.473
E01001425,2,0.008
E01001426,0,0.165
E01001427,0,0.331
E01001428,0,0.272
E01001429,1,0.025
E01001430,0,0.311
E01001431,0,0.196
E01001432,0,0.303
E01001433,0,0.362
E01001434,0,0.318
E01001435,0,0.437
E01001436,0,0.493
E01001438,0,0.487
E01001439,0,0.172
E01001440,0,0.44
E01001441,0,0.443
E01001442,0,0.489
E01001444,0,0.317
E01001446,0,0.413
E01001447,0,0.374
E01001448,0,0.468
E01001449,0,0.418
E01001450,0,0.06
E01001451,3,0.048
E01001452,0,0.052
E01001453,3,0.014
E01001454,0,0.062
E01001455,3,0.044
E01001456,0,0.075
E01001457,3,0.015
E01001458,0,0.072
E01001459,0,0.32
E01001460,0,0.059
E01001461,0,0.24
E01001462,0,0.376
E01001463,0,0.453
E01001464,0,0.262
E01001465,0,0.37
E01001466,0,0.279
E01001467,0,0.182
E01001468,3,0.019
E01001469,3,0.027
E01001470,3,0.012
E01001471,3,0.027
E01001472,3,0.045
E01001473,3,0.019
E01001474,3,0.017
E01001475,3,0.022
E01001476,0,0.36
E01001477,0,0.272
E01001478,0,0.307
E01001479,0,0.109
E01001480,0,0.394
E01001481,0,0.138
E01001482,0,0.456
E01001483,0,0.073
E01001484,0,0.212
E01001485,1,0.012
E01001486,0,0.198
E01001487,0,0.067
E01001488,0,0.316
E01001489,1,0.045
E01001491,1,0.028
E01001492,0,0.174
E01001493,0,0.349
E01001494,0,0.183
E01001495,0,0.475
E01001496,0,0.22
E01001497,0,0.446
E01001498,0,0.307
E01001499,0,0.43
E01001500,0,0.178
E01001501,0,0.337
E01001502,0,0.395
E01001503,0,0.338
E01001504,0,0.381
E01001505,0,0.415
E01001507,0,0.156
E01001508,0,0.473
E01001509,0,0.387
E01001510,0,0.372
E01001511,0,0.468
E01001512,0,0.102
E01001513,0,0.295
E01001514,0,0.471
E01001515,0,0.415
E01001516,3,0.047
E01001517,0,0.167
E01001518,0,0.412
E01001519,0,0.154
E01001520,0,0.071
E01001521,0,0.051
E01001522,0,0.053
E01001523,3,0.034
E01001524,0,0.086
E01001525,0,0.23
E01001526,3,0.04
E01001527,0,0.438
E01001528,0,0.448
E01001529,0,0.488
E01001530,0,0.239
E01001531,0,0.053
E01001532,0,0.087
E01001533,0,0.079
E01001534,0,0.331
E01001535,0,0.481
E01001536,0,0.192
E01001537,0,0.103
E01001538,0,0.206
E01001539,0,0.141
E01001540,0,0.079
E01001541,0,0.32
E01001542,0,0.394
E01001543,0,0.197
E01001544,0,0.166
E01001545,0,0.212
E01001546,0,0.432
E01001547,0,0.19
E01001548,0,0.161
E01001549,0,0.126
E01001550,0,0.094
E01001553,0,0.391
E01001554,1,0.032
E01001555,1,0.027
E01001556,0,0.465
E01001557,0,0.11
E01001558,0,0.101
E01001559,0,0.425
E01001560,0,0.288
E01001562,0,0.22
E01001563,0,0.35
E01001564,0,0.121
E01001565,0,0.234
E01001566,0,0.315
E01001567,3,0.027
E01001568,0,0.106
E01001569,0,0.071
E01001570,0,0.197
E01001571,0,0.26
E01001572,4,0.033
E01001573,0,0.337
E01001574,0,0.189
E01001575,0,0.113
E01001576,0,0.191
E01001577,0,0.491
E01001578,0,0.345
E01001579,0,0.136
E01001580,3,0.005
E01001581,0,0.302
E01001582,3,0.028
E01001583,3,0.024
E01001584,3,0.017
E01001585,0,0.392
E01001586,0,0.138
E01001587,3,0.022
E01001588,0,0.066
E01001589,0,0.168
E01001590,0,0.396
E01001591,0,0.17
E01001592,0,0.239
E01001593,0,0.428
E01001594,0,0.487
E01001595,0,0.248
E01001596,3,0.026
E01001597,3,0.009
E01001598,3,0.024
E01001599,0,0.074
E01001600,3,0.047
E01001601,3,0.027
E01001602,0,0.107
E01001603,0,0.139
E01001604,0,0.076
E01001605,3,0.013
E01001606,0,0.064
E01001607,0,0.219
E01001608,3,0.009
E01001609,3,0.011
E01001610,3,0.02
E01001611,0,0.066
E01001613,3,0.003
E01001614,3,0.013
E01001615,3,0.008
E01001617,3,0.009
E01001618,0,0.065
E01001619,3,0.032
E01001620,0,0.059
E01001621,3,0.037
E01001623,0,0.097
E01001624,0,0.121
E01001625,0,0.077
E01001629,0,0.09
E01001631,0,0.056
E01001632,1,0.036
E01001633,0,0.139
E01001634,0,0.093
E01001635,0,0.1
E01001636,0,0.133
E01001637,2,0.018
E01001638,0,0.355
E01001640,3,0.015
E01001641,3,0.034
E01001642,3,0.03
E01001644,0,0.179
E01001645,0,0.088
E01001646,4,0.022
E01001647,0,0.066
E01001648,3,0.031
E01001649,0,0.191
E01001650,0,0.053
E01001651,0,0.158
E01001652,0,0.213
E01001653,3,0.01
E01001654,3,0.034
E01001655,3,0.007
E01001656,3,0.022
E01001657,0,0.055
E01001658,3,0.04
E01001659,0,0.078
E01001660,0,0.054
E01001661,3,0.035
E01001662,0,0.104
E01001664,4,0.005
E01001665,0,0.102
E01001666,0,0.381
E01001667,0,0.079
E01001668,4,0.014
E01001669,0,0.086
E01001671,0,0.418
E01001672,0,0.49
E01001673,1,0.037
E01001674,0,0.074
E01001675,1,0.033
E01001676,0,0.149
E01001677,0,0.17
E01001678,0,0.057
E01001679,3,0.018
E01001680,3,0.019
E01001681,0,0.18
E01001682,3,0.01
E01001683,0,0.184
E01001684,3,0.015
E01001685,4,0.039
E01001686,4,0.024
E01001687,0,0.422
E01001688,3,0.024
E01001690,0,0.056
E01001692,0,0.097
E01001693,3,0.04
E01001694,0,0.147
E01001695,1,0.05
E01001696,0,0.261
E01001697,0,0.163
E01001698,0,0.373
E01001699,0,0.424
E01001700,0,0.092
E01001701,3,0.036
E01001702,0,0.164
E01001703,0,0.075
E01001704,0,0.155
E01001705,0,0.495
E01001706,0,0.18
E01001708,0,0.255
E01001709,0,0.055
E01001710,0,0.336
E01001711,0,0.143
E01001712,0,0.449
E01001713,0,0.372
E01001714,0,0.357
E01001715,0,0.141
E01001716,0,0.183
E01001717,1,0.033
E01001718,0,0.12
E01001719,0,0.435
E01001720,1,0.007
E01001722,1,0.001
E01001723,1,0.002
E01001724,1,0.036
E01001725,1,0.003
E01001726,1,0.025
E01001727,0,0.137
E01001728,1,0.022
E01001729,1,0.025
E01001730,1,0.011
E01001731,1,0.016
E01001732,1,0.041
E01001733,1,0.004
E01001734,1,0.002
E01001735,1,0.04
E01001736,1,0.001
E01001737,0,0.197
E01001738,0,0.056
E01001739,1,0.007
E01001740,1,0.003
E01001741,0,0.288
E01001742,0,0.119
E01001744,1,0.001
E01001745,1,0.001
E01001746,0,0.177
E01001747,1,0.001
E01001748,1,0.001
E01001749,1,0.021
E01001750,1,0.009
E01001751,1,0.008
E01001752,1,0.011
E01001753,1,0.02
E01001754,1,0.009
E01001755,1,0.009
E01001756,1,0.003
E01001757,0,0.19
E01001758,1,0.022
E01001759,1,0.006
E01001760,0,0.069
E01001761,1,0.021
E01001762,1,0.029
E01001763,0,0.078
E01001764,1,0.008
E01001765,1,0.027
E01001767,1,0.006
E01001768,1,0.017
E01001769,1,0.001
E01001770,0,0.064
E01001772,1,0.049
E01001773,1,0.009
E01001774,1,0.002
E01001775,0,0.083
E01001776,0,0.127
E01001777,1,0.009
E01001779,1,0.001
E01001780,0,0.292
E01001781,2,0.002
E01001782,1,0.018
E01001783,0,0.132
E01001784,1,0.01
E01001785,0,0.496
E01001786,3,0.028
E01001787,3,0.038
E01001788,0,0.304
E01001789,0,0.251
E01001790,0,0.088
E01001791,0,0.415
E01001792,0,0.173
E01001793,0,0.125
E01001794,0,0.172
E01001795,1,0.02
E01001796,0,0.052
E01001798,1,0.021
E01001799,0,0.281
E01001800,0,0.07
E01001801,0,0.165
E01001802,0,0.341
E01001803,0,0.386
E01001804,0,0.384
E01001805,0,0.154
E01001806,0,0.164
E01001807,0,0.079
E01001808,1,0.01
E01001809,1,0.014
E01001811,0,0.321
E01001812,0,0.13
E01001813,0,0.304
E01001814,1,0.022
E01001815,0,0.109
E01001816,0,0.11
E01001819,1,0.004
E01001820,0,0.062
E01001821,0,0.169
E01001822,1,0.038
E01001823,0,0.179
E01001824,0,0.367
E01001825,0,0.446
E01001826,1,0.033
E01001827,0,0.202
E01001828,0,0.431
E01001829,0,0.202
E01001830,1,0.001
E01001831,1,0.023
E01001832,1,0.013
E01001833,1,0.011
E01001834,1,0.002
E01001835,1,0.002
E01001836,0,0.091
E01001837,0,0.446
E01001838,1,0.012
E01001839,0,0.052
E01001840,1,0.024
E01001841,0,0.095
E01001842,0,0.094
E01001843,0,0.101
E01001844,1,0.028
E01001845,0,0.314
E01001846,3,0.003
E01001847,4,0.029
E01001848,0,0.475
E01001849,3,0.003
E01001850,0,0.078
E01001851,1,0.002
E01001852,1,0.002
E01001853,1,0.004
E01001854,1,0.001
E01001855,1,0.002
E01001856,1,0.002
E01001857,0,0.08
E01001858,1,0.007
E01001859,1,0.047
E01001860,1,0.001
E01001861,1,0.011
E01001862,1,0.002
E01001863,1,0.009
E01001864,1,0.026
E01001865,1,0.028
E01001866,1,0.002
E01001867,0,0.197
E01001868,1,0.015
E01001869,1,0.002
E01001870,1,0.002
E01001871,1,0.016
E01001872,1,0.002
E01001873,1,0.015
E01001874,0,0.344
E01001875,0,0.377
E01001876,0,0.334
E01001877,0,0.469
E01001878,0,0.395
E01001879,1,0.001
E01001880,0,0.1
E01001881,1,0.003
E01001882,1,0.001
E01001883,1,0.005
E01001884,1,0.001
E01001885,1,0.001
E01001886,1,0.009
E01001887,1,0.043
E01001888,0,0.181
E01001889,1,0.016
E01001890,0,0.111
E01001891,0,0.349
E01001892,1,0.013
E01001893,0,0.407
E01001894,0,0.427
E01001895,1,0.005
E01001896,1,0.012
E01001897,1,0.023
E01001898,2,0.018
E01001899,0,0.094
E01001900,0,0.365
E01001901,1,0.001
E01001902,1,0.001
E01001903,1,0.004
E01001904,1,0.003
E01001905,1,0.004
E01001906,0,0.124
E01001907,0,0.065
E01001908,1,0.001
E01001909,1,0.001
E01001910,1,0.001
E01001911,1,0.001
E01001912,1,0.001
E01001913,1,0.001
E01001914,1,0.001
E01001915,0,0.135
E01001916,0,0.103
E01001917,0,0.361
E01001918,0,0.467
E01001919,4,0.048
E01001920,0,0.139
E01001921,0,0.331
E01001922,2,0.002
E01001923,0,0.102
E01001924,0,0.082
E01001925,1,0.006
E01001926,0,0.331
E01001927,0,0.25
E01001928,0,0.096
E01001929,0,0.121
E01001930,0,0.102
E01001931,0,0.28
E01001932,0,0.42
E01001933,0,0.364
E01001934,0,0.375
E01001935,0,0.124
E01001937,0,0.065
E01001938,0,0.432
E01001939,2,0.026
E01001940,1,0.001
E01001941,1,0.044
E01001942,1,0.005
E01001943,0,0.103
E01001944,0,0.099
E01001945,1,0.005
E01001946,0,0.19
E01001947,0,0.171
E01001948,1,0.017
E01001949,1,0.001
E01001950,1,0.001
E01001951,1,0.001
E01001952,0,0.195
E01001953,1,0.013
E01001954,1,0.012
E01001955,1,0.015
E01001956,1,0.015
E01001957,0,0.274
E01001958,0,0.409
E01001959,0,0.204
E01001960,1,0.003
E01001961,1,0.013
E01001962,0,0.472
E01001963,0,0.411
E01001964,0,0.294
E01001965,4,0.036
E01001966,0,0.215
E01001967,0,0.106
E01001968,0,0.375
E01001969,0,0.07
E01001970,0,0.365
E01001971,1,0.034
E01001972,0,0.312
E01001973,0,0.205
E01001974,1,0.03
E01001975,1,0.036
E01001976,1,0.001
E01001977,1,0.017
E01001978,1,0.002
E01001979,1,0.001
E01001980,1,0.001
E01001981,1,0.007
E01001982,1,0.001
E01001983,1,0.024
E01001984,0,0.335
E01001985,0,0.079
E01001986,0,0.496
E01001987,0,0.098
E01001988,0,0.275
E01001989,0,0.079
E01001990,0,0.377
E01001991,0,0.194
E01001992,0,0.265
E01001993,0,0.081
E01001994,3,0.03
E01001995,0,0.066
E01001996,0,0.484
E01001997,0,0.363
E01001998,1,0.041
E01001999,1,0.002
E01002000,0,0.057
E01002001,0,0.441
E01002002,2,0.001
E01002003,1,0.001
E01002004,1,0.024
E01002005,0,0.33
E01002006,0,0.458
E01002007,0,0.051
E01002008,3,0.003
E01002009,0,0.076
E01002010,3,0.01
E01002011,3,0.035
E01002013,0,0.429
E01002014,0,0.076
E01002015,0,0.235
E01002016,1,0.04
E01002017,0,0.306
E01002018,0,0.342
E01002019,0,0.095
E01002020,0,0.226
E01002021,0,0.1
E01002022,3,0.041
E01002023,0,0.052
E01002024,0,0.37
E01002025,3,0.046
E01002026,1,0.015
E01002027,1,0.001
E01002028,1,0.01
E01002029,1,0.047
E01002030,0,0.344
E01002031,1,0.027
E01002032,1,0.001
E01002033,1,0.003
E01002034,1,0.011
E01002036,1,0.049
E01002037,0,0.265
E01002038,1,0.001
E01002039,0,0.104
E01002040,1,0.006
E01002041,0,0.111
E01002042,1,0.001
E01002043,0,0.062
E01002044,1,0.006
E01002045,1,0.013
E01002046,1,0.003
E01002047,1,0.037
E01002048,1,0.001
E01002049,1,0.01
E01002050,1,0.017
E01002051,1,0.008
E01002052,0,0.11
E01002053,1,0.001
E01002054,0,0.053
E01002055,1,0.014
E01002056,1,0.021
E01002057,1,0.005
E01002058,0,0.233
E01002059,0,0.166
E01002060,0,0.355
E01002061,0,0.267
E01002062,0,0.085
E01002063,0,0.442
E01002064,0,0.152
E01002065,0,0.282
E01002066,1,0.011
E01002067,1,0.034
E01002068,0,0.144
E01002069,2,0.001
E01002070,1,0.015
E01002071,0,0.095
E01002072,1,0.004
E01002073,1,0.028
E01002074,1,0.001
E01002075,0,0.236
E01002076,0,0.062
E01002077,1,0.01
E01002078,0,0.184
E01002079,1,0.033
E01002080,2,0.006
E01002081,0,0.126
E01002082,0,0.323
E01002083,1,0.02
E01002084,2,0.015
E01002085,0,0.165
E01002086,2,0.031
E01002087,1,0.017
E01002088,0,0.108
E01002089,0,0.188
E01002090,0,0.243
E01002091,0,0.358
E01002092,0,0.34
E01002093,0,0.137
E01002094,0,0.178
E01002095,2,0.027
E01002096,1,0.038
E01002097,0,0.349
E01002098,1,0.046
E01002099,1,0.001
E01002100,1,0.001
E01002101,0,0.308
E01002102,1,0.002
E01002103,1,0.004
E01002104,1,0.046
E01002105,1,0.024
E01002106,0,0.302
E01002107,0,0.485
E01002108,0,0.316
E01002109,0,0.168
E01002110,0,0.388
E01002111,0,0.232
E01002112,0,0.084
E01002113,0,0.12
E01002115,0,0.064
E01002116,0,0.198
E01002117,0,0.091
E01002118,0,0.241
E01002119,0,0.434
E01002120,0,0.365
E01002121,0,0.304
E01002122,0,0.102
E01002123,0,0.075
E01002124,0,0.18
E01002125,1,0.039
E01002126,0,0.054
E01002127,0,0.177
E01002128,0,0.27
E01002129,0,0.465
E01002130,0,0.353
E01002131,0,0.22
E01002132,3,0.042
E01002133,0,0.074
E01002134,3,0.02
E01002135,0,0.054
E01002136,0,0.192
E01002137,3,0.02
E01002138,0,0.294
E01002139,0,0.095
E01002140,0,0.105
E01002141,0,0.405
E01002142,0,0.139
E01002143,0,0.325
E01002144,3,0.045
E01002145,3,0.031
E01002146,3,0.018
E01002147,3,0.014
E01002148,3,0.021
E01002149,3,0.012
E01002150,3,0.017
E01002151,0,0.107
E01002152,3,0.02
E01002153,0,0.238
E01002154,0,0.198
E01002155,3,0.037
E01002156,0,0.145
E01002157,0,0.142
E01002158,0,0.139
E01002159,0,0.418
E01002160,0,0.332
E01002161,0,0.341
E01002162,0,0.27
E01002163,0,0.287
E01002164,0,0.259
E01002165,0,0.321
E01002166,0,0.128
E01002167,0,0.105
E01002168,0,0.182
E01002169,0,0.119
E01002170,0,0.195
E01002171,0,0.271
E01002172,0,0.461
E01002173,0,0.331
E01002174,0,0.422
E01002175,0,0.444
E01002176,0,0.377
E01002177,0,0.316
E01002178,0,0.393
E01002179,1,0.05
E01002180,0,0.35
E01002181,0,0.155
E01002182,0,0.168
E01002183,0,0.124
E01002184,0,0.185
E01002185,4,0.044
E01002186,3,0.034
E01002187,3,0.026
E01002188,3,0.026
E01002189,3,0.031
E01002190,0,0.064
E01002191,0,0.119
E01002192,3,0.022
E01002193,3,0.026
E01002194,0,0.067
E01002195,0,0.08
E01002196,0,0.053
E01002197,0,0.463
E01002198,0,0.242
E01002199,0,0.388
E01002200,0,0.257
E01002201,0,0.277
E01002202,0,0.297
E01002203,0,0.365
E01002204,0,0.312
E01002206,0,0.39
E01002207,0,0.323
E01002208,0,0.173
E01002209,0,0.422
E01002210,0,0.202
E01002211,0,0.302
E01002212,0,0.467
E01002213,0,0.235
E01002214,0,0.387
E01002215,0,0.484
E01002216,0,0.328
E01002217,0,0.449
E01002218,0,0.455
E01002219,0,0.086
E01002220,0,0.383
E01002221,0,0.177
E01002222,0,0.445
E01002223,0,0.409
E01002224,0,0.323
E01002226,0,0.053
E01002227,3,0.023
E01002228,3,0.031
E01002229,0,0.097
E01002230,0,0.087
E01002231,0,0.258
E01002232,0,0.26
E01002233,0,0.143
E01002234,0,0.457
E01002235,0,0.222
E01002236,0,0.105
E01002237,0,0.153
E01002238,0,0.425
E01002239,0,0.358
E01002240,4,0.048
E01002241,0,0.356
E01002242,0,0.317
E01002243,0,0.177
E01002244,0,0.051
E01002245,0,0.179
E01002246,0,0.066
E01002247,3,0.049
E01002248,0,0.106
E01002249,0,0.214
E01002250,3,0.026
E01002251,3,0.04
E01002253,3,0.004
E01002254,3,0.014
E01002255,3,0.008
E01002256,0,0.143
E01002257,3,0.011
E01002258,0,0.091
E01002260,3,0.021
E01002261,0,0.105
E01002262,4,0.043
E01002263,3,0.017
E01002264,3,0.029
E01002265,3,0.028
E01002266,0,0.148
E01002267,4,0.045
E01002268,3,0.007
E01002269,3,0.006
E01002270,3,0.01
E01002271,3,0.008
E01002272,3,0.046
E01002273,3,0.005
E01002274,3,0.017
E01002275,3,0.015
E01002278,3,0.03
E01002279,0,0.085
E01002280,0,0.052
E01002281,0,0.085
E01002282,0,0.148
E01002283,0,0.06
E01002284,0,0.155
E01002285,0,0.097
E01002286,3,0.022
E01002287,0,0.087
E01002288,3,0.033
E01002289,3,0.033
E01002290,0,0.058
E01002291,0,0.071
E01002292,3,0.02
E01002293,3,0.013
E01002294,3,0.042
E01002295,3,0.015
E01002297,0,0.289
E01002298,0,0.066
E01002299,0,0.102
E01002300,0,0.159
E01002301,0,0.061
E01002302,3,0.022
E01002303,0,0.078
E01002305,3,0.017
E01002306,3,0.033
E01002307,3,0.032
E01002308,3,0.005
E01002309,0,0.119
E01002310,3,0.027
E01002311,3,0.027
E01002312,0,0.134
E01002313,3,0.032
E01002314,0,0.082
E01002315,0,0.104
E01002316,0,0.301
E01002317,0,0.099
E01002318,3,0.044
E01002319,0,0.061
E01002320,0,0.061
E01002321,3,0.034
E01002322,3,0.006
E01002323,3,0.045
E01002324,3,0.014
E01002325,3,0.023
E01002326,3,0.038
E01002327,0,0.1
E01002328,0,0.051
E01002329,3,0.045
E01002330,3,0.009
E01002331,3,0.005
E01002332,0,0.109
E01002333,0,0.078
E01002334,3,0.015
E01002335,0,0.227
E01002336,3,0.048
E01002337,3,0.012
E01002338,0,0.141
E01002339,3,0.014
E01002340,0,0.075
E01002341,0,0.055
E01002342,3,0.031
E01002343,3,0.009
E01002345,0,0.065
E01002346,0,0.06
E01002347,0,0.405
E01002349,3,0.005
E01002350,0,0.449
E01002351,0,0.266
E01002352,0,0.232
E01002353,3,0.045
E01002354,3,0.028
E01002355,0,0.09
E01002356,0,0.224
E01002358,0,0.316
E01002359,3,0.048
E01002360,0,0.121
E01002361,3,0.042
E01002362,3,0.023
E01002363,3,0.032
E01002364,0,0.093
E01002365,3,0.048
E01002366,0,0.058
E01002367,3,0.048
E01002368,3,0.021
E01002369,3,0.045
E01002370,3,0.007
E01002371,3,0.026
E01002372,3,0.018
E01002373,0,0.082
E01002374,3,0.011
E01002375,3,0.028
E01002376,3,0.026
E01002377,3,0.018
E01002378,3,0.019
E01002379,3,0.017
E01002380,3,0.038
E01002381,3,0.05
E01002382,0,0.092
E01002383,3,0.025
E01002384,3,0.01
E01002386,3,0.01
E01002387,0,0.057
E01002388,3,0.007
E01002389,0,0.084
E01002390,3,0.009
E01002392,0,0.185
E01002393,0,0.072
E01002394,0,0.295
E01002395,0,0.179
E01002396,0,0.5
E01002397,0,0.273
E01002398,0,0.287
E01002399,0,0.442
E01002400,3,0.032
E01002401,0,0.195
E01002402,0,0.135
E01002403,0,0.264
E01002404,0,0.244
E01002405,0,0.355
E01002406,0,0.186
E01002407,0,0.244
E01002408,0,0.082
E01002409,3,0.026
E01002410,0,0.084
E01002411,0,0.067
E01002412,0,0.055
E01002413,3,0.048
E01002414,3,0.015
E01002415,0,0.101
E01002416,4,0.05
E01002417,0,0.126
E01002418,0,0.054
E01002419,0,0.1
E01002420,0,0.194
E01002421,0,0.132
E01002422,4,0.017
E01002423,0,0.07
E01002424,3,0.039
E01002425,3,0.024
E01002426,0,0.204
E01002427,0,0.168
E01002428,3,0.007
E01002429,3,0.004
E01002430,3,0.007
E01002431,0,0.051
E01002432,0,0.06
E01002433,3,0.009
E01002434,3,0.007
E01002435,3,0.017
E01002436,3,0.014
E01002437,3,0.028
E01002439,3,0.025
E01002440,3,0.005
E01002443,0,0.059
E01002445,4,0.046
E01002446,0,0.079
E01002447,3,0.015
E01002448,0,0.068
E01002449,3,0.017
E01002450,3,0.035
E01002451,3,0.017
E01002452,3,0.007
E01002453,3,0.048
E01002454,3,0.009
E01002455,3,0.012
E01002456,3,0.034
E01002457,0,0.122
E01002458,3,0.025
E01002459,3,0.023
E01002460,3,0.005
E01002462,3,0.019
E01002463,3,0.015
E01002464,3,0.012
E01002465,0,0.084
E01002466,0,0.157
E01002467,0,0.055
E01002468,0,0.175
E01002469,0,0.188
E01002470,0,0.173
E01002471,0,0.197
E01002472,3,0.004
E01002473,3,0.002
E01002474,3,0.006
E01002475,3,0.005
E01002477,0,0.095
E01002478,3,0.017
E01002479,3,0.003
E01002480,3,0.027
E01002481,3,0.009
E01002483,3,0.05
E01002484,0,0.051
E01002485,3,0.008
E01002486,0,0.075
E01002487,0,0.367
E01002488,0,0.293
E01002489,0,0.287
E01002490,0,0.19
E01002491,0,0.315
E01002492,0,0.165
E01002493,0,0.333
E01002494,3,0.006
E01002495,3,0.04
E01002496,0,0.073
E01002497,0,0.055
E01002498,0,0.162
E01002499,3,0.004
E01002501,0,0.451
E01002502,0,0.384
E01002503,0,0.201
E01002504,0,0.447
E01002505,0,0.408
E01002506,0,0.38
E01002507,0,0.442
E01002508,0,0.433
E01002509,3,0.049
E01002511,0,0.065
E01002513,3,0.012
E01002514,0,0.201
E01002515,3,0.03
E01002516,3,0.016
E01002518,0,0.095
E01002523,0,0.162
E01002525,0,0.331
E01002526,0,0.211
E01002528,0,0.1
E01002529,0,0.099
E01002530,0,0.053
E01002532,0,0.083
E01002533,3,0.008
E01002534,3,0.025
E01002535,3,0.015
E01002536,3,0.026
E01002537,3,0.019
E01002538,3,0.002
E01002539,3,0.004
E01002540,0,0.189
E01002541,0,0.126
E01002542,0,0.199
E01002543,0,0.223
E01002544,0,0.203
E01002545,0,0.138
E01002546,0,0.16
E01002547,0,0.332
E01002548,0,0.169
E01002549,0,0.079
E01002550,0,0.096
E01002551,0,0.053
E01002552,0,0.111
E01002553,0,0.113
E01002555,0,0.224
E01002556,0,0.116
E01002557,0,0.23
E01002558,0,0.138
E01002560,0,0.077
E01002561,0,0.107
E01002562,0,0.329
E01002563,0,0.066
E01002564,0,0.215
E01002565,0,0.253
E01002566,3,0.008
E01002567,0,0.349
E01002568,4,0.011
E01002569,0,0.308
E01002570,0,0.24
E01002571,3,0.034
E01002572,0,0.064
E01002573,0,0.148
E01002574,0,0.35
E01002575,0,0.487
E01002576,0,0.067
E01002577,0,0.329
E01002578,3,0.026
E01002579,3,0.038
E01002580,0,0.314
E01002581,0,0.103
E01002582,0,0.148
E01002583,3,0.05
E01002584,3,0.039
E01002585,0,0.248
E01002586,0,0.106
E01002587,0,0.354
E01002588,0,0.449
E01002589,0,0.121
E01002590,0,0.386
E01002591,3,0.029
E01002592,0,0.088
E01002593,0,0.321
E01002594,4,0.019
E01002595,0,0.099
E01002596,0,0.227
E01002598,0,0.489
E01002599,0,0.45
E01002600,0,0.221
E01002603,0,0.296
E01002604,0,0.109
E01002605,4,0.039
E01002606,0,0.183
E01002607,3,0.032
E01002608,0,0.067
E01002609,0,0.104
E01002611,0,0.08
E01002612,0,0.07
E01002613,4,0.032
E01002614,0,0.113
E01002615,0,0.072
E01002616,0,0.303
E01002617,0,0.06
E01002618,0,0.419
E01002619,0,0.316
E01002620,0,0.369
E01002621,0,0.489
E01002622,0,0.25
E01002623,0,0.353
E01002624,0,0.14
E01002625,0,0.47
E01002626,3,0.041
E01002627,3,0.024
E01002628,0,0.092
E01002629,0,0.448
E01002630,0,0.255
E01002631,0,0.412
E01002632,0,0.367
E01002633,3,0.03
E01002634,0,0.085
E01002635,0,0.482
E01002636,0,0.226
E01002637,0,0.079
E01002638,0,0.37
E01002639,0,0.326
E01002640,0,0.36
E01002641,0,0.352
E01002642,0,0.141
E01002643,0,0.438
E01002645,0,0.212
E01002646,0,0.073
E01002647,0,0.353
E01002648,1,0.015
E01002649,1,0.038
E01002650,0,0.256
