code,name,x,y,Retail,Bus Stop Density,Catering,Student percentage,house hold language,Mobile Station Density,Multi-ethnic ratio,Multiple Faith Ratio,Social,Street Density,art count,Edu Count,bench count,bank atm count,Public transport rate,Population,Population Density,ImperviuosSurfaceRatio,BuildingCoverRatio,BuildingAge_averageyear,BuildingVolumn_sum,VacantHouse_count_flip,PopulationDifference,GSCP_flip,TCCR_flip,ThermalIntensity_avg
E01001334,Ealing 029C,513091.4337,179186.2902,-1,-0.134418023,-1,-0.67194159,0.700105695,-1,-0.52681388,0.388624914,-1,-0.471411554,-1,-1,-1,-1,-0.399470285,-0.459720615,-0.012089001,-0.368424343,-0.715610959,1.076022483,-0.378673842,0.33771639,-0.076122036,-0.072249976,0.604704734,0.459986684
E01001335,Ealing 038B,513453.1776,178773.2589,-1,-0.923529412,-0.987179487,-0.767729951,0.321879198,-0.910403917,-0.413249211,0.597381462,-1,-0.616200119,-0.972972973,-1,-0.807860262,-1,-0.728574632,-0.224131073,-1.106160187,-1.561184976,-1.05913436,0.14979993,-0.237009225,0.254547428,-0.053640198,-1.902429034,-0.122974023,0.160929253
E01001336,Ealing 038C,513011.2682,178567.8823,-1,-0.802503129,-0.974358974,-0.819887395,0.386362979,-1,-0.665615142,0.522228163,-1,-0.586003574,-1,-1,-0.991266376,-1,-0.437042385,-0.522544493,-0.637272536,-0.420566235,-0.725999436,0.778801893,-0.301605832,0.254547428,-0.089357312,0.100036846,0.556832505,0.160929253
E01001337,Ealing 029D,514731.6028,179519.9793,-0.961538462,-0.897246558,-1,-0.815415494,-0.013238775,-0.919706242,-0.003154574,0.147334257,-1,-0.872960095,-0.972972973,-1,-0.991266376,-1,-0.143413079,-0.811534331,-1.418751955,-1.906756577,-1.17711915,1.321788822,0.685527648,-0.078128419,0.488824803,-3.15187035,0.252824723,-1.741757559
E01001338,Ealing 029E,513472.7744,179940.6449,-1,-0.862828536,-1,-0.786943296,0.551733152,-0.981884945,-0.41955836,0.561572504,-1,-0.738594401,-1,-1,-1,-1,-0.234656207,0.444943225,-1.106160187,1.115300004,0.387991521,0.236736553,1.528892343,-3.571224811,0.070735133,0.363071008,0.899904582,-0.260981045
E01001339,Ealing 029F,513790.7384,179485.4991,-1,-0.913892365,-1,-0.726244197,0.154061055,-0.979926561,-0.059936909,0.486592268,-1,-0.706968434,-1,-1,-0.973799127,-1,-0.392755342,-0.547674044,-1.262456071,-0.849515368,-0.409201131,1.419913935,1.177716109,0.33771639,0.21994927,-1.237466354,0.323540503,0.160929253
E01001340,Ealing 029G,514395.5943,179901.8192,-1,-0.897121402,-1,-0.809549645,-0.049287641,-0.919706242,-0.041009464,0.03925881,-1,-0.410303752,-1,-1,-1,-1,-0.095637788,0.193647714,0.769390417,0.41810701,0.656724033,2.428076999,-0.057471252,0.33771639,-0.126524867,-0.080800522,0.24858015,-0.123593011
E01001341,Ealing 005A,517159.0661,183565.6509,-1,-0.781602003,-1,-0.756099452,0.396277742,-1,-0.066246057,0.524435328,-1,-0.373317451,-1,-1,-1,-1,-0.210750665,-0.063930185,-0.324680769,1.120515093,0.239484243,-0.155470477,-0.025713855,0.254547428,-0.074127679,0.613999045,1.0263892,1.064202399
E01001342,Ealing 005B,517323.1038,183896.4472,-1,-0.868210263,-1,-0.796219402,0.563993946,-1,-0.09148265,0.530500272,-0.987730061,-0.310839786,-1,-1,-1,-1,-0.219720838,0.476355164,-0.012089001,0.293947373,-0.535999689,0.525234263,-0.311424728,0.254547428,-0.12380529,0.613999045,0.622852754,-0.012538855
E01001343,Ealing 005C,516742.9815,183775.4698,-1,-0.913266583,-1,-0.819463487,0.277544872,-1,-0.009463722,0.503955471,-1,-0.484812388,-1,-1,-1,-1,-0.265404959,-0.764416422,-0.79356842,0.686612988,0.469327009,-0.219575981,0.314680589,0.504054313,-0.00758869,0.613999045,0.799854032,-0.113956856
E01001344,Ealing 007A,516242.9772,183526.7689,-1,-0.896370463,-1,-0.837666352,0.256587021,-1,-0.034700315,0.0643631,-0.987730061,-0.666468136,-1,-0.857142857,-0.991266376,-1,-0.076621043,1.60404377,-0.79356842,-0.70510424,-0.371729558,0.978610546,0.423065012,-0.16129738,-0.077572477,-1.163807792,-0.888775372,-0.168801214
E01001345,Ealing 005D,517437.3003,183265.8584,-1,-1,-1,-0.686795079,0.489059861,-1,-0.154574132,0.66239123,-1,-0.224597975,-1,-1,-1,-1,-0.247480159,0.099411897,-0.012089001,0.49682283,-0.63552545,-0.35663663,-0.370983887,0.587223275,-0.101867367,0.613999045,0.911312383,0.780921084
E01001346,Ealing 007B,515598.0253,183336.2685,-1,-0.945556946,-1,-0.798663369,0.207349757,-1,0.085173502,0.358102437,-1,-0.415425849,-1,-1,-1,-1,-0.22877437,0.448084419,-0.324680769,-0.084623815,-0.641907878,-0.260073852,-0.324759928,0.587223275,-0.115465253,0.613999045,0.481762479,-0.168801214
E01001347,Ealing 007C,516966.2633,182958.2339,-1,-0.907008761,-1,-0.712514621,0.339286232,-0.941738066,0.249211356,0.365140026,-0.987730061,-0.629243597,-1,-1,-1,-0.962962963,-0.091183194,-0.506838523,-1.262456071,-0.352462054,-0.520566697,-0.208848177,0.478652019,0.254547428,0.120050133,-1.212796892,0.26823977,-0.168801214
E01001348,Ealing 007D,516116.7186,182944.3389,-0.961538462,-0.695869837,-0.987179487,-0.82176146,0.212374285,-0.988249694,-0.09148265,0.099468266,-0.975460123,-0.336033353,-1,-1,-0.973799127,-0.962962963,-0.147758693,-0.557097626,-0.949864304,-0.918153998,-1.16740891,0.343069526,-0.296287608,0.254547428,0.016524894,-2.158405662,0.415939792,-0.168801214
E01001349,Ealing 006E,515366.3357,182697.54,-1,-0.92640801,-1,-0.750989069,-0.099652642,-0.949571603,-0.05362776,0.234649927,-0.987730061,-0.660929124,-1,-1,-0.860262009,-1,-0.198292774,-1.18219521,-1.262456071,-1.9754699,-1.446781769,0.655416372,-0.37193357,0.420885352,0.188220869,-3.431077474,0.07025403,-0.471388154
E01001350,Ealing 027C,519326.1525,180712.6543,-1,-0.916145181,-1,-0.827680851,-0.020803775,-1,-0.078864353,-0.270974111,-1,-0.541572365,-1,-1,-1,-1,-0.122804022,-1.025135515,-0.79356842,-0.999663818,-0.631543961,-0.670821741,-0.088379716,0.171378467,-0.048382349,-1.532976846,0.096007925,-0.690871078
E01001351,Ealing 025E,519833.9036,180219.3584,-0.884615385,-0.870963705,-0.923076923,-0.800919083,0.060089366,-0.722399021,-0.009463722,-0.301889275,-0.963190184,-0.431625968,-1,-1,-0.947598253,-1,0.213169242,0.57059098,-0.012089001,0.723517304,1.025068549,-0.353429061,0.31612741,-0.577142189,-0.084824683,0.323706828,0.45950491,-0.177069629
E01001352,Ealing 027D,519107.3675,180409.465,-0.884615385,-0.687609512,-0.961538462,-0.827778729,-1.75E-05,-1,0.457413249,-0.113606887,-0.987730061,-0.144848124,-1,-1,-0.982532751,-0.962962963,0.277609845,-0.84294627,-0.168384885,0.123411213,1.050073144,-0.626204665,0.161015282,0.088209505,-0.09280211,0.438259304,0.012005475,0.022133676
E01001353,Ealing 033A,519575.7934,179790.5927,-1,-0.872215269,-0.987179487,-0.828768137,-0.069445558,-1,0.217665615,-0.281815575,-0.987730061,-0.554615843,-1,-1,-0.947598253,-1,0.282215116,-0.632486279,-0.324680769,-0.456926558,-0.076662821,-0.396320631,-0.043794166,-0.16129738,0.003289618,0.613999045,-0.582266543,-0.716831958
E01001354,Ealing 027E,519386.6164,180127.3358,-1,-0.62991239,-0.961538462,-0.842682255,-0.048420133,-1,0.179810726,-0.289771459,-1,-0.368135795,-1,-1,-0.912663755,-0.962962963,0.08574808,0.674250379,-0.480976653,0.295299094,0.61292758,-0.513925253,0.488948234,-0.493973227,-0.150638452,0.32766202,0.265534514,-0.177069629
E01001355,Ealing 033B,520369.7875,179809.7244,-0.923076923,-0.487359199,-0.961538462,-0.845692609,-0.152980293,-1,0.141955836,-0.355679856,-0.975460123,-0.020011912,-1,-1,-0.973799127,-0.962962963,0.082017545,-0.133036451,0.300502766,0.68339525,0.484665209,-0.970727945,-0.136939069,-0.16129738,-0.065787643,0.445732415,0.29810204,0.63153491
E01001356,Ealing 033C,520011.3515,179856.9981,-0.961538462,-1,-1,-0.690022938,0.151186188,-0.882986536,-0.249211356,-0.147446393,-0.975460123,-0.390887433,-1,-1,-0.991266376,-1,0.171908633,0.504625909,2.019757487,0.251140018,0.459821673,1.505868044,-0.162810084,-1.242493883,-0.129063139,0.613999045,0.025193509,1.205718185
E01001357,Ealing 033D,520138.3041,179581.4303,-1,-0.77534418,-1,-0.806772899,-0.02748449,-1,0.293375394,-0.250963403,-0.987730061,-0.273138773,-1,-1,-0.860262009,-1,0.037344675,-0.77069881,0.613094533,-0.128952574,0.079935816,1.831351388,-0.172947743,-0.577142189,-0.045662771,-0.049572356,-0.265464549,1.205718185
E01001358,Ealing 033E,519817.7863,179365.139,-1,-0.469086358,-1,-0.771463271,-0.114095547,-0.849204406,0.186119874,-0.146271036,-0.987730061,-0.263847528,-1,-1,-0.982532751,-0.962962963,0.210334962,-1.672221456,-0.79356842,1.202087868,0.240314296,1.143816796,0.213609549,-0.244466342,0.123313626,0.613999045,0.687748462,1.866383296
E01001359,Ealing 026A,512195.6762,180478.2342,-1,-0.811639549,-1,-0.69652949,0.936260665,-1,-0.70977918,0.772790106,-1,-0.160393091,-1,-1,-1,-1,-0.009594586,1.566349443,1.081982185,1.515744923,0.866156045,-0.629652617,-0.181476721,0.420885352,-0.230412717,0.613999045,1.233886126,1.389080262
E01001360,Ealing 026B,512492.8151,180213.5374,-1,-1,-1,-0.759608726,0.764255211,-0.930477356,-0.627760252,0.898178876,-1,-0.287552114,-1,-1,-1,-1,0.102537008,0.551743817,0.613094533,1.50781875,1.396702331,-0.74410271,-0.016836384,0.420885352,-0.176565088,0.613999045,1.281708354,1.772133463
E01001361,Ealing 023E,513008.9539,180160.563,-0.653846154,-0.547434293,-0.858974359,-0.715502143,0.67502093,-0.734638923,-0.70977918,0.752973785,-0.987730061,-0.464919595,-0.972972973,-1,-0.650655022,-0.740740741,0.193947791,0.746497838,-0.79356842,0.243783774,-0.073578825,-0.355111135,0.289219176,0.171378467,-0.034240547,-0.21351284,0.36916111,1.723221228
E01001362,Ealing 026C,512288.3795,179906.2058,-0.961538462,-0.948685857,-0.987179487,-0.72038235,0.672279452,-0.879559364,-0.438485804,0.619628922,-0.987730061,-0.454615843,-1,-1,-1,-1,0.089549098,1.022922901,-0.168384885,1.414750368,0.008457557,-1.043986897,0.362681693,-2.406859347,-0.172576375,0.613999045,1.292436457,1.389080262
E01001363,Ealing 026D,512019.5976,180650.9029,-1,-0.81514393,-1,-0.699869942,0.999029355,-1,-0.533123028,0.857752461,-1,-0.208814771,-1,-1,-1,-1,0.028978563,-0.010529889,0.45679865,0.900449887,-0.142186351,-0.288537822,-0.321725898,0.504054313,-0.158253268,0.613999045,0.941399428,1.208875223
E01001364,Ealing 026E,512338.3276,180839.2795,-1,-1,-1,-0.673510132,0.694432901,-1,-0.488958991,0.390091267,-1,-0.350268017,-1,-1,-1,-1,-0.040021614,-0.321508084,0.613094533,0.545625159,0.105404661,0.438893233,-0.328414969,0.171378467,-0.136677955,0.465772183,1.044617492,1.723221228
E01001365,Ealing 026F,511699.5394,179899.2794,-1,-0.946057572,-1,-0.739611173,0.851773727,-0.936842105,-0.652996845,0.711724555,-0.987730061,-0.653782013,-1,-1,-1,-1,-0.116296919,1.556925862,-0.79356842,1.423069665,-0.827767209,-0.687652605,0.354955403,0.33771639,-0.149913231,0.57606818,1.34434832,1.389080262
E01001366,Ealing 037A,511601.9454,179373.2763,-1,-1,-1,-0.695513826,0.88572414,-1,-0.482649842,0.767084897,-1,-0.349910661,-1,-1,-1,-1,-0.330904345,0.592579338,0.144206882,1.377190533,-0.062667948,-0.324744959,-0.239468491,0.171378467,-0.215545694,0.613999045,1.096043963,1.245983671
E01001367,Ealing 037B,512274.8025,179296.4783,-0.961538462,-0.569461827,-0.974358974,-0.710626777,0.651640841,-1,-0.602523659,0.710811789,-1,-0.301250744,-1,-0.857142857,-1,-1,0.27671367,0.482637552,-0.168384885,1.749853454,0.947709471,-0.263365226,0.136743038,-0.992986997,-0.20412347,0.596693882,1.272525698,0.886267172
E01001368,Ealing 037C,511643.1885,179159.82,-1,-1,-1,-0.711555226,0.937604973,-0.961811506,-0.52681388,0.818947222,-1,-0.313043478,-1,-1,-1,-1,-0.146087797,-0.129895257,0.45679865,1.322401025,-0.140097609,0.155828923,-0.388702494,0.504054313,0.137999343,0.613999045,1.20622668,1.245983671
E01001369,Ealing 038D,512593.1542,179021.9721,-1,-0.499624531,-1,-0.702759642,0.782491964,-0.641126071,-0.583596215,0.794956616,-1,-0.024061942,-1,-1,-1,-1,0.021613106,0.661685603,0.45679865,1.124879467,0.468877095,-1.188439381,-0.164101653,0.254547428,-0.18581165,0.590538659,1.080168003,0.901772324
E01001370,Ealing 037D,511265.6592,179072.6773,-0.961538462,-0.944180225,-0.987179487,-0.751045766,0.779728718,-1,-0.470031546,0.812316902,-1,-0.550327576,-1,-1,-1,-1,-0.110523533,0.956957829,-0.79356842,1.066387701,0.58071377,-0.123108641,0.668712479,0.088209505,-0.238208838,0.096035653,0.997920469,0.921855004
E01001371,Ealing 037E,512002.9909,178824.0876,-1,-0.876470588,-1,-0.724232209,0.720500261,-1,-0.558359621,0.841357433,-1,-0.446039309,-1,-1,-1,-1,-0.015021937,1.594620188,0.144206882,0.100717929,-0.039184868,-0.157143762,-0.215483629,0.088209505,-0.268668103,-0.759027086,0.710910228,0.892276556
E01001372,Ealing 037F,512382.881,178815.6301,-1,-1,-1,-0.706006188,0.639774003,-1,-0.400630915,0.766421891,-1,-0.338832638,-1,-1,-1,-1,0.069861995,0.429237255,0.769390417,1.306088104,0.405332425,-0.905730281,-0.283751793,0.171378467,-0.210287845,0.613999045,1.235060759,1.855945896
E01001373,Ealing 037G,512114.3253,179500.0807,-1,-0.836921151,-1,-0.706179852,0.697443469,-0.968176255,-0.425867508,0.721237919,-1,-0.445741513,-1,-1,-1,-1,0.011363872,0.008317274,0.300502766,1.431657698,0.629342305,-0.327355257,-0.180495658,0.254547428,-0.175658562,0.613999045,1.322943361,1.245983671
E01001374,Ealing 040A,520373.1389,179265.1375,-1,-1,-1,-0.888404852,-0.431108241,-1,0.230283912,-0.50748031,-1,0.191780822,-1,-1,-1,-1,-0.074065361,0.162235775,0.613094533,0.676755622,0.66168845,-0.523383369,-0.167730267,0.254547428,-0.157890658,0.613999045,0.386838392,0.669298322
E01001375,Ealing 034A,521067.0693,179503.0074,-1,-0.728660826,-1,-0.915111754,-0.508291926,-1,0.457413249,-0.132086479,-1,0.317391304,-1,-1,-1,-1,-0.181254659,-0.43144987,0.300502766,0.675846507,0.606292695,-1.568551197,-0.127410859,0.504054313,-0.027713562,0.537658641,0.443205161,-0.520955544
E01001376,Ealing 040B,520664.9093,179647.3891,-1,-0.758573217,-1,-0.840836826,-0.324721247,-1,0.148264984,-0.318173755,-1,-0.434723049,-1,-1,-0.930131004,-1,-0.158332111,-0.597933146,-0.012089001,-0.485395777,0.348488122,0.032075698,-0.148772944,0.254547428,-0.113289591,-1.537403995,-0.184827904,0.499087058
E01001377,Ealing 034B,521012.5061,179083.0639,-1,-0.737421777,-1,-0.816130908,-0.499911205,-0.794369645,0.400630915,-0.154631427,-1,0.163192376,-1,-1,-1,-1,-0.213355921,-0.029377052,-0.168384885,-0.128767824,0.226302285,-1.157398636,-0.037668298,0.088209505,0.002745703,0.613999045,-0.271132125,0.295266133
E01001379,Ealing 034C,520800.5076,179287.2473,-1,-1,-0.987179487,-0.835309016,-0.516022406,-1,0.451104101,-0.225072257,-1,0.026206075,-1,-1,-1,-1,-0.20127606,-0.519403299,0.300502766,0.6099523,0.623219421,-1.27596022,-0.170832014,0.254547428,-0.016835253,0.613999045,0.459200875,-0.051039871
E01001380,Ealing 040C,520181.9965,178925.4225,-1,-1,-1,-0.904148215,-0.330818831,-0.860954712,0.375394322,-0.397328138,-1,-0.089398451,-1,-1,-1,-1,0.102821002,-0.007388695,-0.012089001,0.670135723,0.35632133,-0.865036623,-0.0928936,0.088209505,-0.138853617,0.453733257,0.433555151,-0.742352701
E01001381,Ealing 034D,521081.6145,179867.7733,-0.846153846,-0.824530663,-0.884615385,-0.864453079,-0.148187522,-0.656793146,0.217665615,-0.366870333,-0.975460123,-0.408814771,-1,-1,-1,-1,0.133196393,-0.167589583,-0.637272536,1.393531283,1.418265181,-1.379772044,0.951410793,-0.410804265,0.096480464,0.490592424,0.846821405,0.626107009
E01001382,Ealing 032B,517122.0768,179801.9081,-1,-1,-1,-0.82892333,-0.501527117,-1,0.293375394,-0.06185673,-1,-0.182668255,-1,-1,-0.84279476,-1,-0.231349674,-0.638768667,-0.324680769,-0.589247254,-0.278749873,-1.52693608,-0.186733836,0.420885352,0.047165464,-1.334913984,-0.009089255,-0.030004073
E01001383,Ealing 028D,516377.4646,179921.7408,-1,-1,-1,-0.853154248,-0.28957389,-1,0.678233438,0.064307529,-1,0.048719476,-1,-1,-1,-1,-0.287766383,-0.098483318,0.769390417,0.875970211,0.691228223,-1.343516692,-0.245809069,0.33771639,-0.136315345,0.613999045,0.776362384,0.643682771
E01001384,Ealing 032C,516716.8288,179820.2219,-0.884615385,-0.770212766,-0.935897436,-0.880707505,-0.329829145,-1,0.425867508,0.020043988,-0.963190184,0.321560453,-1,-1,-0.965065502,-1,0.07872169,-0.305802115,0.769390417,1.236514254,0.7840471,-1.338161881,-0.253518843,0.171378467,-0.06850722,0.613999045,0.99574437,-0.030004073
E01001385,Ealing 032D,516941.9832,179482.9061,-0.730769231,-0.921902378,-0.820512821,-0.894376414,-0.410051659,-1,0.463722397,-0.259821889,-0.963190184,0.002918404,-1,-1,-0.92139738,-0.962962963,-0.16268025,-0.315225696,-0.012089001,0.118650663,0.062691205,-1.425132973,-0.209522923,0.088209505,-0.016835253,-0.155126229,0.45004105,1.170077691
E01001386,Ealing 031F,517497.7687,180022.0422,-0.884615385,-0.878347935,-0.923076923,-0.801650691,-0.441211301,-1,0.38170347,-0.176165005,-0.975460123,-0.409053008,-0.972972973,-1,-0.641921397,-0.962962963,-0.054585518,0.259612785,-0.637272536,-0.813253809,-0.28930103,-1.49540927,0.092106288,0.005040543,-0.070501577,-0.94949355,-0.767959605,0.345425564
E01001387,Ealing 032E,517242.9501,180301.6004,-0.961538462,-0.900500626,-0.974358974,-0.909376109,-0.286198532,-0.960832313,-0.05362776,-0.467816775,-0.987730061,-0.343359142,-0.918918919,-0.714285714,-0.615720524,-1,-0.13890386,-0.478567778,-0.637272536,-0.613338778,-0.261887052,-0.90417553,0.065824019,-0.078128419,0.075630372,-0.016061338,-0.622872688,-0.420179709
E01001388,Ealing 028E,516806.6879,180272.034,-0.923076923,-0.36795995,-0.833333333,-0.881562026,-0.185771158,-0.780171359,0.009463722,-0.365675999,-0.963190184,-0.100536033,-1,-1,-0.912663755,-1,-0.00095041,-0.538250462,-0.168384885,-0.061233565,-0.135274076,0.421803889,-0.149768872,-0.16129738,-0.072314628,0.613999045,0.313242723,-0.030004073
E01001389,Ealing 028F,516367.9428,180186.282,-0.692307692,-0.820650814,-0.897435897,-0.877972888,-0.088531479,-1,0.425867508,-0.24473748,-0.963190184,0.145086361,-0.972972973,-0.857142857,-0.982532751,-0.888888889,0.017019895,-0.20528391,0.300502766,1.171944098,0.773601935,-0.766162097,-0.06757753,0.254547428,-0.108938268,0.613999045,0.829413038,0.387653596
E01001390,Enfield 036A,530022.1967,191921.6204,-1,-0.674217772,-1,-0.899708966,-0.017231526,-1,0.394321767,-0.07059461,-1,-0.191006552,-1,-1,-1,-1,0.321636174,0.919263502,0.45679865,0.46680004,0.316740938,-1.288554468,-0.166709564,0.005040543,-0.183817294,0.613999045,0.930793634,0.724791762
E01001391,Enfield 036B,530739.6727,191910.4583,-1,-0.90563204,-1,-0.759944383,0.162792478,-1,0.305993691,-0.105750957,-1,-0.190470518,-1,-1,-0.991266376,-1,0.285099458,0.093129509,0.613094533,0.10646398,0.132081658,-1.124696325,-0.246373924,-0.327635304,-0.144836687,0.613999045,0.594075231,0.178057975
E01001392,Enfield 032A,529609.5983,191918.582,-1,-1,-1,-0.872523838,-0.129217393,-1,0.27444795,-0.056490978,-1,0.003871352,-1,-1,-1,-1,0.138124358,0.454366807,0.300502766,0.464205794,-0.053549054,-1.150118525,-0.255087885,0.504054313,-0.169856797,0.613999045,0.96730138,0.301674417
E01001393,Enfield 036C,530363.6724,191881.4274,-0.961538462,-0.86057572,-0.987179487,-0.880305317,-0.052119515,-1,0.059936909,-0.232473034,-0.987730061,-0.541334127,-1,-1,-1,-1,0.34932272,1.808221373,0.45679865,-0.003606592,0.179218142,-1.759076323,-0.134962077,-0.244466342,-0.237664922,0.613999045,0.681883267,0.178057975
E01001394,Enfield 035A,531311.6776,191957.3198,-0.961538462,-0.565081352,-0.987179487,-0.840244249,0.344376869,-0.773317013,0.19873817,0.187980656,-0.987730061,-0.23305539,-1,-1,-1,-1,0.174789115,0.121400254,-0.012089001,0.756500775,-0.148751757,-0.363629997,-0.225938399,0.005040543,-0.140485363,0.613999045,0.880979828,0.619398641
E01001395,Enfield 035B,531908.7584,191876.7821,-1,-0.947809762,-1,-0.75195757,0.139502028,-1,0.072555205,0.245278424,-1,-0.746992257,-1,-1,-0.991266376,-1,-0.003748328,-0.293237339,-0.480976653,-1.277386938,-0.946685235,0.83180577,-0.337976212,0.33771639,-0.104405639,-2.042758747,0.663730199,0.619398641
E01001396,Enfield 036D,531084.858,191741.9137,-0.923076923,-0.661702128,-0.961538462,-0.809512016,0.407805992,-1,0.425867508,0.22085163,-0.975460123,-0.206372841,-1,-1,-1,-1,0.178652221,-0.742428065,-0.012089001,0.299752832,-0.135127231,-1.063238303,-0.269096947,0.005040543,-0.101504757,0.613999045,0.855775074,0.630705461
E01001397,Enfield 035C,531843.8051,192304.8361,-1,-0.707008761,-1,-0.787254411,0.357924848,-1,0.23659306,0.255617745,-1,-0.228826683,-1,-1,-0.982532751,-1,0.099903991,1.362171841,-0.480976653,-0.040791278,-0.571250658,0.876121236,-0.055391859,-0.16129738,-0.186355566,0.354925828,0.515624484,0.584134094
E01001398,Enfield 021A,533459.9071,195148.393,-1,-0.641927409,-1,-0.900662583,-0.626702671,-1,0.400630915,0.245753745,-1,-0.014055986,-1,-1,-1,-1,-0.612415809,-1.207324761,-0.324680769,-0.480429823,-0.378669263,-0.968118121,-0.295113304,0.670392237,-0.078841613,0.613999045,0.556227302,0.418538786
E01001399,Enfield 021B,533514.488,194731.4242,-1,-0.742302879,-1,-0.865875255,-0.443836621,-1,0.104100946,0.344213178,-1,-0.098451459,-1,-1,-1,-1,-0.692574878,-0.924617311,-0.637272536,-0.258843421,-0.658899218,-0.31167697,-0.287254885,0.504054313,-0.091895584,-0.502737536,0.951974292,0.21820273
E01001400,Enfield 021C,533102.0878,194914.3229,-1,-0.74330413,-1,-0.932121264,-0.630918816,-1,-0.179810726,0.334980742,-1,-0.18469327,-1,-0.857142857,-1,-1,-0.639847819,-0.632486279,-0.637272536,-0.031000084,-0.347803933,-0.166557714,-0.190307947,0.420885352,-0.107306521,0.613999045,0.754442668,0.529317631
E01001401,Enfield 016A,533954.793,195259.6794,-1,-0.575969962,-1,-0.790541019,-0.442637803,-0.966707466,0.034700315,0.265907373,-1,-0.11209053,-1,-1,-1,-1,-0.372715548,-1.197901179,-0.168384885,0.488569433,-0.422686349,-0.336020141,-0.360684369,0.670392237,-0.073765069,0.613999045,1.064726839,-0.056205876
E01001402,Enfield 021D,532380.8775,194509.3466,-0.884615385,-0.786107635,-0.935897436,-0.876341373,-0.362736616,-0.735128519,0.003154574,0.155422397,-0.963190184,-0.287432996,-1,-1,-1,-1,-0.374734325,0.573732174,-0.637272536,-0.695498897,-0.690104047,-0.190001487,-0.08629702,0.420885352,-0.165324169,-0.85037167,0.502272196,-0.712834393
E01001403,Enfield 021E,532992.6599,194327.4718,-1,-0.797121402,-1,-0.846972109,-0.426070532,-0.960342717,-0.135646688,-0.044325572,-1,-0.564860036,-1,-1,-0.903930131,-1,-0.417940123,-0.371767186,-0.949864304,-0.820741071,-0.878764511,0.416244932,-0.198131683,0.33771639,-0.108575657,-0.432293987,0.26419465,0.21820273
E01001404,Enfield 026A,532650.4273,193733.0011,-1,-0.830538173,-1,-0.85922099,-0.247001996,-0.980905753,0.23659306,0.240991372,-1,-0.675580703,-1,-1,-1,-1,-0.447195747,-0.607356728,-1.106160187,-1.663558959,-1.290426041,-0.127314278,-0.326508997,0.420885352,-0.045481466,-3.097051728,0.472744339,-0.177069629
E01001405,Enfield 015A,533304.1672,195691.6448,-1,-0.455068836,-1,-0.93467337,-0.51752477,-1,-0.318611987,-0.311476219,-1,-0.519833234,-1,-1,-0.991266376,-1,-0.261468237,0.171659357,-0.480976653,-1.155724742,-0.577177812,1.256555989,-0.132882684,-0.244466342,0.101194398,0.243475349,-0.066811612,-0.124440559
E01001406,Enfield 015B,533729.7226,195523.7435,-1,-0.264205257,-1,-0.848128767,-0.46970409,-1,0.312302839,-0.025858478,-0.963190184,-0.208278737,-1,-1,-1,-0.962962963,-0.190477736,-0.412602707,-0.324680769,-0.053681084,-0.213943667,-0.776060304,-0.207174316,0.171378467,0.066927725,0.613999045,0.633516662,0.937555833
E01001407,Enfield 005A,533688.0518,198532.3483,-1,-0.927284105,-1,-0.812815216,-0.589063566,-1,-0.022082019,0.099807748,-0.987730061,-0.754437165,-1,-1,-0.537117904,-1,-0.629406811,-0.491132554,-1.262456071,-2.134133393,-1.365477412,-0.364407158,-0.146487099,0.504054313,-0.005231724,-3.40793527,-0.947011417,1.262810138
E01001408,Enfield 004A,532506.7133,197970.4682,-1,-0.914017522,-1,-0.887961574,-0.736975619,-0.932925337,-0.141955836,-0.227693141,-0.987730061,-0.033710542,-1,-1,-1,-1,-0.460587937,-0.371767186,0.144206882,0.384527355,0.241136782,-1.211735538,-0.269220818,0.254547428,-0.162423286,0.613999045,1.042029546,-0.046415831
E01001409,Enfield 005B,534223.6558,197777.0641,-1,-0.734793492,-1,-0.820544694,-0.362315642,-0.818359853,-0.129337539,-0.155655778,-1,-0.027814175,-1,-1,-1,-1,-0.529890812,0.36013099,-0.012089001,-0.038746019,-0.220540516,1.450248786,-0.164838276,-0.16129738,-0.178015529,0.613999045,1.019781931,-0.280083601
E01001410,Enfield 005C,534195.3212,198059.1319,-1,-1,-1,-0.663996519,-0.274880881,-0.84626683,-0.097791798,-0.076525896,-1,-0.584216796,-1,-1,-0.982532751,-1,-0.414023413,-0.038800634,0.144206882,-0.567916368,-0.248748513,1.609423758,-0.232511857,-0.493973227,-0.158615878,0.547639165,0.63234726,-1.388890848
E01001411,Enfield 004B,532840.8767,197875.9563,-0.884615385,-0.730788486,-0.974358974,-0.840443041,-0.640433316,-1,0.003154574,-0.154158552,-0.950920245,-0.06045265,-1,-1,-1,-1,-0.444384828,0.47321397,-0.012089001,0.418283075,0.215085072,-0.930175439,-0.165170252,0.171378467,-0.207930878,0.254289766,1.035347697,-0.195195279
E01001413,Enfield 004D,532561.1141,198405.1039,-1,-0.853066333,-1,-0.881044771,-0.802528908,-1,-0.451104101,0.0802373,-1,-0.551459202,-1,-1,-0.92139738,-1,-0.814965929,-0.434591064,-1.106160187,-1.837042678,-1.122680119,-0.272853245,-0.226523073,0.504054313,-0.132870547,-2.093929456,-0.750562728,-3.22625535
